,car_name,price,kms_driven,fuel_type,city,year_of_manufacture
693,Toyota Fortuner 4x2 AT,2649000,108512,Diesel,Ahmedabad,2016
694,Hyundai Grand i10 Magna 1.2,778000,8423,CNG,Pune,2021
695,Volkswagen Polo Comfortline 1.2L (P),345000,78800,Petrol,Thane,2013
696,Maruti Suzuki Ciaz Sigma 1.4,745000,46023,Petrol,Mumbai,2018
697,Hyundai Verna 1.6 VTVT SX,675000,47000,Petrol,Ahmedabad,2017
698,Hyundai Elite i20 Asta 1.2,683000,18352,Petrol,Delhi,2017
699,Honda Amaze 1.2 VX i-VTEC,460000,70000,Petrol,Thane,2015
700,MG Astor Savvy 1.5 CVT,1475000,12000,Petrol,Delhi,2021
701,Maruti Suzuki Vitara Brezza VDi,875000,36422,Diesel,Mumbai,2019
702,Honda City 1.5 V MT,565000,86593,Petrol,Bangalore,2012
703,Hyundai Eon Era +,250000,34000,Petrol,Thane,2013
704,Ford EcoSport Titanium 1.5L Ti-VCT,685000,48504,Petrol,Mumbai,2016
705,Maruti Suzuki Swift LXi,564000,12463,Petrol,Chennai,2020
706,Maruti Suzuki Alto 800 Lxi,299000,54923,Petrol,Pune,2017
707,Honda Brio S MT,305000,52000,Petrol,Thane,2013
708,Mahindra XUV500 W10 AT,1499000,53075,Diesel,Bangalore,2017
709,BMW X1 sDrive20d Expedition,2175000,21000,Diesel,Mumbai,2017
710,Maruti Suzuki Wagon R 1.0,391000,18705,Petrol,Delhi,2017
711,Maruti Suzuki Swift Dzire ZDI,690000,69000,Diesel,Ahmedabad,2017
712,Maruti Suzuki Dzire ZDi Plus,770000,71250,Diesel,Hyderabad,2017
713,Hyundai Creta Facelift 1.4 Turbo,1920000,18583,Petrol,Thane,2022
714,Maruti Suzuki Vitara Brezza ZDi,950000,117859,Diesel,Hyderabad,2017
715,Hyundai Elite i20 Magna 1.2,575000,67000,Petrol,Hyderabad,2015
716,Maruti Suzuki Baleno Zeta 1.2,483000,57052,Petrol,Kolkata,2016
717,Toyota Innova Crysta 2.8 ZX,1975000,75000,Diesel,Ahmedabad,2018
718,Hyundai Elantra SX (O) 2.0,1090000,71395,Petrol,Mumbai,2016
719,Maruti Suzuki Alto K10 VXi,389000,24550,Petrol,Pune,2016
720,Volkswagen Ameo Comfortline 1.0L (P),590000,28000,Petrol,Ahmedabad,2019
721,Maruti Suzuki Dzire ZXi,634000,8087,Petrol,Kolkata,2019
722,Volkswagen Vento Highline Petrol,445000,88000,Petrol,Mumbai,2014
723,Tata Nexon XMA Petrol,745000,26438,Petrol,Thane,2019
724,Honda City V CVT Petrol,996000,71420,Petrol,Chennai,2018
725,Maruti Suzuki Vitara Brezza ZXi,1117000,21052,Petrol,Pune,2020
726,Audi Q7 4.2 TDI quattro,3200000,170000,Diesel,Bangalore,2014
727,Honda City V CVT Petrol,885000,43417,Petrol,Mumbai,2017
728,Maruti Suzuki Swift DZire VXI,325000,75100,Petrol,Delhi,2012
729,Toyota Camry Hybrid [2015-2017],4850000,700,Petrol,Pune,2022
730,Honda Brio S MT,450000,21996,Petrol,Ahmedabad,2016
731,Tata Harrier XZA Plus Dual,2251000,30229,Diesel,Mumbai,2021
732,Maruti Suzuki Alto 800 Lxi,299000,37796,Petrol,Pune,2016
733,MG Hector Sharp 1.5 Petrol,1866000,32000,Hybrid,Pallikarnai,2022
734,Maruti Suzuki Dzire ZXi Plus,880000,40904,Petrol,Hyderabad,2020
735,Hyundai Grand i10 Magna 1.1,415000,43000,Diesel,Thane,2015
736,Maruti Suzuki Wagon R 1.0,295000,80173,CNG,Mumbai,2012
737,Maruti Suzuki Alto 800 Vxi,379000,18512,Petrol,Bangalore,2018
738,Honda City V,625000,73000,Petrol,Ahmedabad,2016
739,Maruti Suzuki Celerio VXi CNG,689000,1064,CNG,Pune,2022
740,Hyundai Grand i10 Asta 1.2,410000,37000,Petrol,Thiruvallur,2017
741,Hyundai Santro Sportz [2018-2020],486000,60600,Petrol,Chennai,2019
742,Hyundai Elite i20 Sportz 1.2,495000,21344,Petrol,Mumbai,2016
743,Hyundai Creta SX 1.6 AT,1285000,82899,Diesel,Mumbai,2018
744,Maruti Suzuki Celerio X Zxi,450000,29192,Petrol,Kolkata,2018
745,Maruti Suzuki Celerio VXi,364000,11363,Petrol,Kolkata,2015
746,Maruti Suzuki Wagon R 1.0,250000,77050,CNG,Ahmedabad,2011
747,Tata Tiago Revotron XZA,525000,24051,Petrol,Thane,2018
748,Mahindra XUV500 W10,1375000,75811,Diesel,Bangalore,2016
749,Tata Tiago Revotron XZ,465000,45412,Petrol,Mumbai,2017
750,Toyota Innova Crysta 2.8 GX,1580000,115000,Diesel,Delhi,2018
751,Maruti Suzuki Swift VDi,730000,90251,Diesel,Hyderabad,2018
752,Maruti Suzuki Wagon R 1.0,359000,28518,Petrol,Kolkata,2016
753,Datsun GO T [2018-2019],361000,33766,Petrol,Hyderabad,2018
754,Ford Fiesta Exi 1.6 Duratec,175000,114000,Petrol,Pallikarnai,2009
755,Volvo S90 D4 Inscription,4750000,30000,Diesel,Delhi,2020
756,Maruti Suzuki Swift DZire VXI,428000,12902,Petrol,Kolkata,2014
757,Maruti Suzuki Vitara Brezza ZDi,845000,62769,Diesel,Mumbai,2018
758,Hyundai Grand i10 Sports Edition,349000,52242,Diesel,Kolkata,2015
759,Honda Jazz ZX CVT,1024000,9838,Petrol,Pune,2021
760,Renault Kwid Neotech RXL,475000,12000,Petrol,Mumbai,2021
761,Honda BR-V V CVT Petrol,775000,76275,Petrol,Mumbai,2016
762,Honda City V Petrol [2017-2019],765000,29500,Petrol,Thane,2017
763,Tata Safari XZA Plus,2395000,22617,Diesel,Bangalore,2021
764,Renault Triber RXZ,670000,25000,Petrol,Thiruvallur,2020
765,Maruti Suzuki Wagon R 1.0,464000,13889,Petrol,Pune,2017
766,BMW 7 Series 730Ld,6975000,22000,Diesel,Ahmedabad,2017
767,Nissan Sunny XL D,575000,29208,Diesel,Ahmedabad,2017
768,Volkswagen Vento Trendline Petrol,315000,62000,Petrol,Thane,2011
769,Land Rover Range Rover Evoque,5300000,22000,Diesel,Bangalore,2018
770,Hyundai Eon Era +,350000,26700,Petrol,Ahmedabad,2017
771,Honda Jazz V Petrol,530000,41217,Petrol,Mumbai,2016
772,Hyundai Creta SX Plus 1.6,750000,56747,Petrol,Thane,2015
773,Maruti Suzuki Wagon R LXi,553000,51765,CNG,Delhi,2020
774,Honda Amaze 1.2 VX AT,465000,54000,Petrol,Mumbai,2014
775,Tata Harrier XZA Plus Dark,2250000,9535,Diesel,Ahmedabad,2021
776,Hyundai Santro Sportz [2018-2020],485000,25000,Petrol,Ahmedabad,2019
777,Maruti Suzuki Wagon R 1.0,400000,47000,CNG,Thane,2015
778,Honda City VX CVT,750000,46399,Petrol,Mumbai,2015
779,Maruti Suzuki Alto K10 LXi,370000,47377,CNG,Delhi,2019
780,Hyundai Grand i10 Nios Sportz,669000,44300,Petrol,Bangalore,2019
781,Toyota Innova Crysta 2.4 ZX,1975000,144286,Diesel,Hyderabad,2017
782,Hyundai i10 Asta 1.2 AT,325000,46721,Petrol,Thane,2013
783,Hyundai Elite i20 Asta 1.2,799000,21303,Petrol,Bangalore,2018
784,Maruti Suzuki Ritz Vdi BS-IV,410000,80000,Diesel,Thane,2014
785,Audi Q3 2.0 TDI quattro,1579000,73000,Diesel,Delhi,2015
786,Chevrolet Beat LS Diesel,150000,84656,Diesel,Ambattur,2011
787,Hyundai Elite i20 Asta 1.2,565000,18523,Petrol,Mumbai,2015
788,Honda Amaze 1.5 S i-DTEC,560000,76018,Diesel,Hyderabad,2015
789,Nissan Sunny XL CVT AT,495000,73056,Petrol,Bangalore,2013
790,Hyundai Venue SX 1.4 (O),1300000,23221,Diesel,Thane,2021
791,Honda Brio V MT,285000,71000,Petrol,Noida,2011
792,Hyundai Elite i20 Sportz 1.2,723000,13825,Petrol,Pune,2019
793,Tata Zest XM 75 PS,550000,101785,Diesel,Chennai,2015
794,Maruti Suzuki Wagon R 1.0,410000,24000,CNG,Thane,2015
795,Maruti Suzuki Celerio VXi (O),558000,77813,CNG,Pune,2019
796,Maruti Suzuki Baleno Delta 1.2,618000,41617,Petrol,Delhi,2019
797,BMW 3 Series 320d Luxury,1200000,41000,Diesel,Kolkata,2013
798,Maruti Suzuki Wagon R 1.0,378000,55847,Petrol,Pune,2015
799,Renault Duster RXZ 1.3 Turbo,1190000,16600,Petrol,Chennai,2020
800,Honda Jazz V Petrol,599000,57340,Petrol,Ahmedabad,2019
801,Hyundai i20 Active 1.2 SX,590000,45173,Petrol,Mumbai,2015
802,Honda City VX CVT Petrol,999000,58019,Petrol,Bangalore,2017
803,Hyundai Elite i20 Asta 1.2,565000,18523,Petrol,Mumbai,2015
804,Hyundai Grand i10 Asta AT,499000,53150,Petrol,Thane,2015
805,Tata Nexon XZA Plus,1099000,44999,Petrol,Bangalore,2020
806,Hyundai Santro Sportz,540000,12996,Petrol,Bangalore,2021
807,Tata Nexon XZ Plus Dual,913000,50043,Petrol,Pune,2018
808,Maruti Suzuki Ciaz S 1.4,686000,21880,Petrol,Delhi,2018
809,Volkswagen Polo Highline1.2L (D),550000,36486,Diesel,Hyderabad,2014
810,Toyota Yaris J CVT [2018-2020],847000,18535,Petrol,Pune,2019
811,Maruti Suzuki Swift VXi AMT,675000,37090,Petrol,Ahmedabad,2018
812,Honda Jazz S MT [2015-2016],650000,26361,Petrol,Hyderabad,2018
813,Honda City ZX CVT Petrol,811000,72973,Petrol,Kolkata,2017
814,Toyota Etios VX,411000,121790,Petrol,Mumbai,2014
815,Renault Kwid 1.0 RXT [2016-2019],270000,140000,Petrol,Thiruvallur,2018
816,Hyundai Grand i10 Sportz 1.2,525000,39200,Petrol,Pune,2017
817,Hyundai Grand i10 Sports Edition,550000,61391,Diesel,Hyderabad,2017
818,Maruti Suzuki S-Cross Zeta 1.3,950000,87544,Diesel,Hyderabad,2018
819,Honda Brio S MT,345000,32000,Petrol,Thane,2014
820,Maruti Suzuki Baleno Delta 1.2,565000,66000,Petrol,Noida,2017
821,Nissan Magnite XV Premium Dual,840000,13264,Petrol,Thane,2021
822,Skoda Rapid Style 1.6 MPI,875000,31469,Petrol,Mumbai,2018
823,Volkswagen Cross Polo 1.2 MPI,650000,71976,Petrol,Hyderabad,2017
824,Honda City S,575000,59800,Petrol,Ahmedabad,2016
825,Honda Amaze VX CVT 1.2,922000,5768,Petrol,Pune,2020
826,Maruti Suzuki Swift ZXi,531000,55209,Petrol,Pune,2015
827,Mercedes-Benz CLA 200 CDI Sport,2426000,59500,Diesel,Ahmedabad,2016
828,Hyundai i10 Magna 1.1 iRDE2,400000,45000,Petrol ,Poonamallee,2016
829,Nissan Terrano XL (D),769000,63839,Diesel,Bangalore,2016
830,Jaguar XE Prestige,2975000,32434,Petrol,Bangalore,2017
831,Maruti Suzuki Wagon R 1.0,375000,55264,Petrol,Thane,2016
832,Hyundai Elite i20 Asta 1.2,545000,12906,Petrol,Kolkata,2017
833,Maruti Suzuki Swift VXi AMT,765000,18236,Petrol,Thane,2021
834,Maruti Suzuki S-Cross Zeta,1050000,6200,Petrol,Ahmedabad,2022
835,Honda City SV,575000,80122,Petrol,Noida,2014
836,Honda Jazz S Diesel [2015-2016],450000,46220,Diesel,Kolkata,2016
837,Ford EcoSport Titanium 1.5L TDCi,799000,63767,Diesel,Bangalore,2016
838,Audi A6 2.0 TDI Premium,1213000,69000,Diesel,Delhi,2013
839,Maruti Suzuki Swift VDi,685000,81007,Diesel,Hyderabad,2018
840,Audi Q5 3.0 TDI quattro,2800000,78457,Diesel,Hyderabad,2015
841,Maruti Suzuki Vitara Brezza VXi,949000,41098,Petrol,Bangalore,2020
842,Maruti Suzuki Celerio VXi,396000,50809,Petrol,Pune,2016
843,Maruti Suzuki Vitara Brezza ZDi+,954000,59568,Diesel,Hyderabad,2019
844,Skoda Laura Ambition 2.0 TDI,425000,140037,Diesel,Mumbai,2013
845,Honda WR-V VX MT Diesel,645000,63036,Diesel,Kolkata,2017
846,Maruti Suzuki Alto 800 LXi,451000,18362,CNG,Delhi,2021
847,Hyundai Elantra 1.6 SX AT,931000,85520,Diesel,Pune,2015
848,Honda Amaze 1.2 VX i-VTEC,500000,46000,Petrol,Mumbai,2016
849,Land Rover Discovery Sport SE,4950000,38000,Diesel,Thane,2018
850,Maruti Suzuki S-Cross Zeta,1095000,12712,Petrol,Hyderabad,2021
851,Maruti Suzuki Ciaz Alpha 1.4,769000,35731,Petrol,Bangalore,2017
852,Ford EcoSport Titanium 1.5L Ti-VCT,585000,39000,Petrol,Kolkata,2017
853,Honda Jazz V AT Petrol,475000,32000,Petrol,Kolkata,2015
854,Honda City ZX EXi,295000,119000,Petrol ,Ambattur,2007
855,Maruti Suzuki Swift ZXi,652000,80457,Petrol,Hyderabad,2018
856,Hyundai Elite i20 Asta 1.4,621000,91234,Diesel,Kolkata,2018
857,Hyundai Grand i10 Asta 1.2,615000,49422,Petrol,Pune,2016
858,Maruti Suzuki Wagon R 1.0,475000,33053,Petrol,Pune,2017
859,Hyundai Aura SX 1.2 (O),730000,17385,Petrol,Pune,2020
860,Mercedes-Benz AMG GLA35 4MATIC,6100000,1600,Petrol,Mumbai,2021
861,Maruti Suzuki Dzire ZXi Plus,974000,10158,Petrol,Pune,2022
862,Hyundai Creta SX Plus 1.6,1023000,56907,Diesel,Kolkata,2018
863,Hyundai Elite i20 Asta 1.2,800000,18000,Petrol ,Thiruvallur,2019
864,Kia Seltos GTX 1.4,1682000,12498,Petrol,Bangalore,2020
865,Honda Brio S MT,419000,42265,Petrol,Bangalore,2013
866,Maruti Suzuki Celerio VXi CNG,487000,81329,CNG,Delhi,2018
867,Hyundai Grand i10 Magna 1.2,450000,53300,Petrol,Pune,2016
868,Nissan Magnite XV Premium Dual,830000,20000,Petrol ,Pallikarnai,2021
869,Renault Duster 110 PS RXS,1029000,59839,Diesel,Bangalore,2018
870,Toyota Fortuner 2.8 4x2 AT,3200000,177734,Diesel,Hyderabad,2018
871,Honda Brio S MT,282000,55200,Petrol,Delhi,2014
872,Maruti Suzuki S-Presso VXi,452000,31651,Petrol,Kolkata,2020
873,Hyundai Verna 1.6 VTVT SX,910000,25921,Petrol,Delhi,2018
874,Tata Nexon XZ Plus (O),1150000,700,Petrol,Chennai,2022
875,Maruti Suzuki Swift VXi AMT,704000,28151,Petrol,Delhi,2019
876,Honda Brio V MT,351000,39276,Petrol,Mumbai,2014
877,Audi A6 2.0 TDI Premium,1650000,75000,Diesel,Ahmedabad,2014
878,Honda Amaze 1.2 VX MT,685000,25075,Petrol,Mumbai,2018
879,Kia Seltos HTX 1.5 [2020-2021],1353000,10678,Petrol,Delhi,2020
880,Ford EcoSport Titanium 1.5L Ti-VCT,575000,31250,Petrol,Mumbai,2015
881,Maruti Suzuki Alto 800 LXi,451000,18362,CNG,Delhi,2021
882,Maruti Suzuki Swift VXi,265000,38500,Petrol,Thane,2010
883,Maruti Suzuki Wagon R 1.0,400000,25299,Petrol,Mumbai,2015
884,Mercedes-Benz C-Class 250 CDI Avantagarde,950000,99941,Diesel,Ahmedabad,2012
885,BMW 7 Series 730Ld Sedan,1250000,35000,Diesel,Ahmedabad,2009
886,Maruti Suzuki Alto K10 VXi,338000,48448,Petrol,Delhi,2017
887,Maruti Suzuki Ciaz Delta 1.4,687000,33823,Petrol,Delhi,2017
888,Maruti Suzuki Swift VXi [2014-2017],571000,21388,Petrol,Kolkata,2019
889,Mahindra TUV300 T8 AMT mHAWK100,645000,35239,Diesel,Mumbai,2015
890,Volkswagen Polo GT TSI,825000,11106,Petrol,Kolkata,2021
891,Kia Seltos HTX IVT 1.5,1275000,28133,Petrol,Kolkata,2020
892,Maruti Suzuki Ciaz Alpha Hybrid,1076000,23097,Petrol,Pune,2021
893,Maruti Suzuki Wagon R 1.0,376000,57348,Petrol,Pune,2016
894,Mercedes-Benz CLA 200 D Urban,2975000,37329,Diesel,Bangalore,2018
895,Ford EcoSport Titanium 1.5L Ti-VCT,719000,15443,Petrol,Delhi,2017
896,Hyundai Eon Era +,340000,43000,Petrol,Noida,2018
897,Hyundai Creta SX Plus 1.6,925000,39240,Petrol,Thane,2017
898,Hyundai Santro Sportz CNG [2018-2020],545000,43784,CNG,Mumbai,2019
899,Maruti Suzuki Vitara Brezza ZDi,925000,87803,Diesel,Hyderabad,2018
900,Hyundai i20 Active 1.2 SX,645000,45000,Petrol,Thane,2015
901,Toyota Etios VX,309000,35311,Petrol,Delhi,2011
902,Mahindra Alturas G4 4WD AT,1899000,42347,Diesel,Kolkata,2018
903,Maruti Suzuki Swift ZXi AMT,700000,68183,Petrol,Bangalore,2018
904,Mercedes-Benz GLA 200 d Sport,3300000,41679,Diesel,Hyderabad,2018
905,Hyundai Verna Fluidic 1.6 VTVT,460000,77394,Petrol,Thane,2013
906,Honda Jazz VX CVT Petrol,699000,30610,Petrol,Ahmedabad,2019
907,Toyota Urban Cruiser High Grade,1140000,6257,Petrol,Thane,2021
908,Honda Amaze 1.2 VX MT,857000,7702,Petrol,Pune,2022
909,Hyundai Creta SX 1.6 CRDI,1072000,75799,Diesel,Chennai,2017
910,Datsun GO T (O),250000,47000,Petrol,Ahmedabad,2018
911,Maruti Suzuki Ertiga Vxi CNG,650000,52000,CNG,Thane,2013
912,Toyota Innova 2.5 GX BS,2031000,40372,Diesel,Delhi,2018
913,Audi A8 L 3.0 TDI,2751000,45500,Diesel,Ahmedabad,2013
914,Ford EcoSport Titanium 1.5 Ti-VCT,945000,43624,Petrol,Mumbai,2019
915,Maruti Suzuki Swift VXi [2014-2017],595000,18548,Petrol,Thane,2018
916,Ford Freestyle Trend Plus 1.2,610000,63000,Petrol,Poonamallee,2019
917,Maruti Suzuki Vitara Brezza ZDi,885000,51439,Diesel,Mumbai,2017
918,BMW X1 sDrive20d xLine,3275000,56307,Diesel,Bangalore,2018
919,Maruti Suzuki Dzire VXi,641000,30481,Petrol,Pune,2018
920,Hyundai Elite i20 Asta 1.2,789000,34058,Petrol,Bangalore,2018
921,Honda Amaze 1.2 SX i-VTEC,519000,48285,Petrol,Bangalore,2015
922,Ford EcoSport Titanium 1.5L TDCi,790000,60126,Diesel,Ahmedabad,2017
923,BMW 5 Series 520d Luxury,3800000,61000,Diesel,Ahmedabad,2019
924,Maruti Suzuki Celerio VXi CNG,489000,88603,CNG,Pune,2017
925,Maruti Suzuki Alto 800 Lxi,209000,45643,Petrol,Kolkata,2013
926,Tata Altroz XZ (O) Diesel,978000,10412,Diesel,Chennai,2021
927,Hyundai Grand i10 Magna 1.2,570000,32335,Petrol,Bangalore,2019
928,Mercedes-Benz S-Class 350 L,1456000,133000,Petrol,Ahmedabad,2011
929,Hyundai Elantra 1.6 SX AT,625000,80000,Diesel,Delhi,2014
930,Honda Jazz SV Petrol,599000,39173,Petrol,Bangalore,2015
931,Hyundai i20 Sportz 1.4 CRDI,450000,91127,Diesel,Hyderabad,2013
932,Hyundai Verna SX Plus 1.6,1325000,29373,Diesel,Pune,2019
933,Kia Sonet HTX 1.0 iMT,1050000,23700,Petrol,Chennai,2020
934,Honda City 1.5 S MT,399000,62550,Petrol,Thane,2013
935,Hyundai Elite i20 Sportz 1.4,571000,66000,Diesel,Mumbai,2015
936,Maruti Suzuki Wagon R 1.0,349000,89000,CNG,Thane,2014
937,Hyundai Eon 1.0 Kappa Magna,295000,45100,Petrol,Hyderabad,2016
938,Hyundai Grand i10 Sports Edition,461000,53734,Petrol,Pune,2016
939,Hyundai i20 Active 1.2 SX,690000,74655,Petrol,Chennai,2016
940,Toyota Innova 2.5 G2,650000,340000,Diesel,Pallikarnai,2009
941,Toyota Corolla Altis G Petrol,1190000,54517,Petrol,Ahmedabad,2019
942,Maruti Suzuki Alto 800 Lxi,335000,35000,Petrol,Ahmedabad,2019
943,Maruti Suzuki Ciaz ZXi ,640000,36937,Petrol,Mumbai,2016
944,Mercedes-Benz E-Class 280,450000,40206,Petrol,Kolkata,2007
945,Hyundai Creta SX Plus 1.6,880000,48488,Petrol,Thane,2016
946,Volkswagen Tiguan Highline TDI,2376000,72533,Diesel,Pune,2017
947,Mercedes-Benz R-Class R350 4MATIC,2485000,44724,Petrol,Bangalore,2012
948,Honda Amaze 1.5 E i-DTEC,475000,43000,Diesel,Kolkata,2017
949,Hyundai Xcent SX 1.2,486000,94691,Petrol,Pune,2015
950,Hyundai Verna Fluidic 1.6 VTVT,499000,71550,Petrol,Bangalore,2013
951,Nissan Terrano XL D Plus,625000,77000,Diesel,Ahmedabad,2014
952,Ford EcoSport Titanium 1.5 TDCi,630000,95240,Diesel,Hyderabad,2015
953,Honda City SV CVT,595000,46200,Petrol,Mumbai,2014
954,Maruti Suzuki Vitara Brezza VDi,779000,58481,Diesel,Pune,2018
955,Honda Jazz VX CVT Petrol,811000,8652,Petrol,Delhi,2019
956,Maruti Suzuki Alto 800 LXi,350000,30680,Petrol,Hyderabad,2017
957,Maruti Suzuki Swift LXi,450000,34933,Petrol,Kolkata,2018
958,Hyundai Elite i20 Asta 1.2,779000,42825,Petrol,Bangalore,2018
959,Hyundai Creta 1.6 S Petrol,791000,39813,Petrol,Kolkata,2018
960,Volkswagen Vento Highline Petrol AT,345000,50667,Petrol,Mumbai,2011
961,Maruti Suzuki Vitara Brezza VXi,862000,29219,Petrol,Pune,2020
962,Mercedes-Benz E-Class E350 CDI Avantgarde,1195000,63906,Diesel,Mumbai,2012
963,Toyota Innova Crysta 2.8 ZX,2450000,35531,Diesel,Mumbai,2019
964,Hyundai Santro Sportz CNG [2018-2020],545000,23404,CNG,Mumbai,2019
965,Hyundai Grand i10 Magna 1.2,465000,22407,Petrol,Mumbai,2017
966,Hyundai Grand i10 Asta 1.2,511000,22498,Petrol,Kolkata,2018
967,Maruti Suzuki Wagon R 1.0,395000,68000,CNG,Thane,2015
968,Mahindra Marazzo M6 8 STR,1045000,70163,Diesel,Hyderabad,2018
969,Datsun redi-GO Gold Limited Edition,285000,48261,Petrol,Mumbai,2017
970,Honda City V,990000,42700,Petrol,Ahmedabad,2019
971,Renault Kwid 1.0 RXT AMT,545000,32000,Petrol,Mumbai,2020
972,Ford EcoSport Titanium 1.5L Ti-VCT,759000,46900,Petrol,Bangalore,2018
973,Maruti Suzuki Alto 800 Lxi,321000,20315,Petrol,Kolkata,2018
974,Jeep Compass Limited (O) 2.0,1800000,66500,Diesel,Ambattur,2018
975,Maruti Suzuki Vitara Brezza ZDi,745000,40579,Diesel,Delhi,2018
976,Honda City 1.5 V MT,390000,72474,Petrol,Ahmedabad,2010
977,Tata Nexon XZ Plus (S),1150000,1419,Petrol,Kolkata,2022
978,Maruti Suzuki Alto 800 Lxi,320000,29799,Petrol,Ahmedabad,2016
979,Maruti Suzuki Ciaz ZXi,675000,73402,Petrol,Pune,2017
980,Maruti Suzuki Alto 800 Lxi,269000,70661,Petrol,Pune,2015
981,Mahindra XUV500 W10,1150000,148803,Diesel,Hyderabad,2015
982,Kia Sonet HTE 1.2 [2020-2021],790000,7500,Petrol,Ahmedabad,2021
983,Maruti Suzuki Ertiga VXI,644000,53056,Petrol,Kolkata,2017
984,Maruti Suzuki Eeco 5 STR,555000,69817,CNG,Pune,2020
985,Audi A6 35 TDI Premium,1800000,38894,Diesel,Hyderabad,2013
986,Maruti Suzuki Alto K10 VXi,234000,15685,Petrol,Pune,2012
987,Jeep Compass Sport 1.4 Petrol,1530000,18000,Petrol,Hyderabad,2018
988,Maruti Suzuki Wagon R 1.0,268000,76617,Petrol,Kolkata,2013
989,Skoda Kodiaq Style 2.0 TDI,3325000,32407,Diesel,Bangalore,2018
990,Land Rover Discovery Sport SE,4950000,38000,Diesel,Thane,2018
991,Maruti Suzuki Swift ZXi,648000,21852,Petrol,Delhi,2018
992,Mahindra KUV100 K4 Plus 6,395000,41000,Petrol,Noida,2017
993,Kia Sonet GTX Plus 1.0,1275000,4000,Petrol,Ahmedabad,2022
994,Hyundai Elite i20 Sportz 1.2,675000,31776,Petrol,Thane,2018
995,Maruti Suzuki Swift DZire VXI,385000,76725,Petrol,Kolkata,2014
996,Maruti Suzuki Dzire VXi,544000,25144,Petrol,Kolkata,2018
997,Renault Duster 110 PS RXZ,1025000,63673,Diesel,Bangalore,2018
998,Hyundai Grand i10 Sportz (O),534000,40558,Petrol,Chennai,2017
999,Hyundai Creta 1.6 SX Plus,1125000,74469,Diesel,Bangalore,2015
1000,Toyota Yaris G CVT [2018-2020],755000,67067,Petrol,Mumbai,2018
1001,Volkswagen Vento Highline Petrol,325000,77000,Petrol,Noida,2011
1002,Tata Nexon XZ Plus Dual,913000,50043,Petrol,Pune,2018
1003,Hyundai Eon Era [2011-2012],220000,81000,Petrol,Ahmedabad,2011
1004,Tata Harrier XT Plus,1895000,30830,Diesel,Thane,2020
1005,Maruti Suzuki Swift VDi ABS,567000,83647,Diesel,Pune,2016
1006,Tata Tiago Revotron XZ,569000,33640,Petrol,Bangalore,2018
1007,Volkswagen Vento Comfortline Petrol AT,765000,60240,Petrol,Bangalore,2015
1008,Ford EcoSport Titanium 1.5 TDCi,511000,62225,Diesel,Mumbai,2014
1009,Audi A4 2.0 TDI Sline,1690000,48000,Diesel,Ahmedabad,2015
1010,Honda BR-V V CVT Petrol,795000,61280,Petrol,Mumbai,2016
1011,Maruti Suzuki Ertiga VDi,670000,92064,Diesel,Hyderabad,2014
1012,Tata Altroz XZ Petrol,789000,9291,Petrol,Pune,2020
1013,Maruti Suzuki Baleno Delta 1.3,625000,65000,Diesel,Pallikarnai,2018
1014,Jeep Compass Limited (O) 1.4,1825000,28449,Petrol,Mumbai,2019
1015,Toyota Yaris V CVT,990000,41079,Petrol,Pune,2019
1016,Renault Kwid CLIMBER 1.0 AMT,555000,10690,Petrol,Mumbai,2020
1017,Hyundai Creta 1.6 SX Plus,1175000,36313,Petrol,Mumbai,2019
1018,Honda City SV CVT,590000,75258,Petrol,Mumbai,2015
1019,Maruti Suzuki Swift ZXi AMT,750000,21523,Petrol,Hyderabad,2018
1020,Hyundai Eon 1.0 Kappa Magna,310000,40000,Petrol,Thane,2016
1021,Maruti Suzuki Wagon R 1.0,490000,57300,CNG,Ahmedabad,2018
1022,BMW 7 Series 730Ld Sedan,1956000,77000,Diesel,Ahmedabad,2010
1023,Maruti Suzuki Vitara Brezza ZDi+,1012000,20744,Diesel,Delhi,2019
1024,Audi A3 35 TDI Technology,3050000,40910,Diesel,Bangalore,2020
1025,Mercedes-Benz GLA 200 d Sport,2559000,25000,Diesel,Delhi,2017
1026,Maruti Suzuki Ertiga VXI,936000,43162,Petrol,Hyderabad,2021
1027,Honda Accord 2.4 Elegance MT,390000,82000,Petrol,Mumbai,2010
1028,MG Hector Plus Sharp 1.5,1940000,24000,Petrol,Delhi,2021
1029,Tata Indigo eCS LS CR4,200000,175000,Diesel,Poonamallee,2014
1030,Hyundai Grand i10 Sports Edition,471000,21415,Petrol,Bangalore,2014
1031,Maruti Suzuki Celerio ZXi AMT,445000,48549,Petrol,Mumbai,2016
1032,BMW 5 Series 520d Luxury,2149000,69000,Diesel,Delhi,2015
1033,Datsun redi-GO T(O) 1.0,345000,1391,Petrol,Mumbai,2019
1034,Maruti Suzuki Wagon R 1.0,325000,42000,Petrol,Mumbai,2014
1035,Renault Kwid RXT 1.0 AMT,525000,8097,Petrol,Noida,2022
1036,Maruti Suzuki Swift LXi,408000,31511,Petrol,Delhi,2014
1037,Skoda Rapid Ambition 1.6 MPI,351000,65000,Petrol,Mumbai,2013
1038,Mercedes-Benz E-Class E 220 d,4450000,88508,Diesel,Hyderabad,2018
1039,Mahindra Thar LX Convertible Diesel,1299000,36804,Diesel,Kolkata,2021
1040,Hyundai Creta SX 1.6 CRDi,1490000,40000,Diesel,Hyderabad,2018
