,car_name,price,kms_driven,fuel_type,city,year_of_manufacture
1717,Honda City VX,950000,25000,Petrol,Pallikarnai,2017
1718,Honda City V Petrol [2017-2019],745000,33246,Petrol,Mumbai,2017
1719,Ford EcoSport Titanium 1.5L TDCi,825000,42071,Diesel,Bangalore,2016
1720,Jaguar XE Prestige Diesel,3299000,29999,Diesel,Bangalore,2017
1721,Renault Kwid RXT [2015-2019],315000,15507,Petrol,Thane,2017
1722,Maruti Suzuki Dzire ZDi AMT,764000,15805,Diesel,Bangalore,2018
1723,Maruti Suzuki Celerio VXi AMT,385000,63931,Petrol,Noida,2014
1724,Maruti Suzuki Wagon R 1.0,550000,31295,Petrol,Hyderabad,2019
1725,Hyundai Creta SX Plus 1.6,1025000,130000,Diesel,Ahmedabad,2017
1726,Maruti Suzuki S-Cross Zeta AT,1156000,9400,Petrol,Ahmedabad,2021
1727,Hyundai Creta SX Plus 1.6,855000,39000,Petrol,Thane,2015
1728,Maruti Suzuki Baleno Delta 1.2,582000,24749,Petrol,Kolkata,2018
1729,Maruti Suzuki Vitara Brezza ZXi,1275000,21986,Petrol,Bangalore,2020
1730,BMW 5 Series GT 535d,1500000,81000,Diesel,Ahmedabad,2012
1731,Volkswagen Vento Highline 1.0L TSI,1200000,37230,Petrol,Hyderabad,2021
1732,Hyundai Verna EX 1.6 VTVT,525000,35856,Petrol,Delhi,2014
1733,Skoda Yeti Ambiente,600000,137849,Diesel,Hyderabad,2011
1734,Renault Kwid 1.0 RXT Opt,452000,19927,Petrol,Bangalore,2019
1735,Nissan Sunny XL,249000,56000,Petrol,Kolkata,2012
1736,BMW 5 Series 520d M,3300000,41296,Diesel,Mumbai,2017
1737,Honda Amaze 1.2 SX i-VTEC,445000,63882,Petrol,Mumbai,2016
1738,Honda Brio V MT,351000,39276,Petrol,Mumbai,2014
1739,Hyundai Creta S 1.5 Petrol,1325000,16000,Petrol,Thane,2021
1740,Maruti Suzuki Baleno Zeta 1.2,483000,57052,Petrol,Kolkata,2016
1741,Maruti Suzuki Vitara Brezza ZDi,1022000,50802,Diesel,Pune,2019
1742,Hyundai i20 Magna 1.2,375000,45195,Petrol,Mumbai,2014
1743,Maruti Suzuki Wagon R 1.0,420000,86955,CNG,Pune,2018
1744,Kia Sonet GTX Plus 1.0,1104000,20879,Petrol,Kolkata,2020
1745,Hyundai Elite i20 Sportz 1.2,595000,5000,Petrol,Thane,2016
1746,Maruti Suzuki Wagon R 1.0,299000,44480,Petrol,Kolkata,2014
1747,Hyundai Santro Sportz CNG [2018-2020],529000,39717,CNG,Pune,2018
1748,Mahindra TUV300 T8,623000,32549,Diesel,Kolkata,2017
1749,Skoda Laura Ambition 2.0 TDI,425000,140037,Diesel,Mumbai,2013
1750,Mahindra Thar LX Hard Top,1575000,10900,Petrol,Ahmedabad,2020
1751,Audi Q3 35 TDI quattro,1490000,90000,Diesel,Ahmedabad,2015
1752,Maruti Suzuki XL6 Alpha MT,990000,38598,Petrol,Thane,2020
1753,Toyota Innova Crysta GX 2.4,2150000,12039,Diesel,Ahmedabad,2020
1754,Tata Tigor EV XZ Plus,1135000,17294,Electric,Thane,2021
1755,Skoda Superb Elegance 1.8 TSI,800000,135000,Petrol,Thiruvallur,2010
1756,Maruti Suzuki Swift VXi [2014-2017],695000,46027,Petrol,Hyderabad,2019
1757,Renault Duster RXL Petrol,480000,46525,Petrol,Pune,2014
1758,Tata Harrier XZ [2019-2020],1551000,24500,Diesel,Ahmedabad,2019
1759,Honda City VX CVT,775000,48793,Petrol,Thane,2016
1760,Hyundai i10 Sportz 1.2 Kappa2,325000,85500,Petrol,Thane,2014
1761,Maruti Suzuki Swift VXi ABS,689000,34088,Petrol,Bangalore,2017
1762,Maruti Suzuki Baleno Delta 1.2,719000,19921,Petrol,Pune,2019
1763,Honda Brio V MT,239000,75000,Petrol,Ahmedabad,2012
1764,Maruti Suzuki Alto K10 VXi,260000,99203,Petrol,Hyderabad,2012
1765,Jeep Compass Limited 2.0 Diesel,1350000,57000,Diesel,Ahmedabad,2019
1766,Hyundai Grand i10 Magna 1.0,475000,34810,LPG,Bangalore,2015
1767,Maruti Suzuki Ciaz Alpha Hybrid,845000,35829,Petrol,Mumbai,2018
1768,Audi A4 2.0 TDI (143bhp),1350000,89332,Diesel,Ahmedabad,2013
1769,Audi Q7 45 TDI Technology,5400000,22000,Diesel,Kolkata,2019
1770,Maruti Suzuki Vitara Brezza ZDi+,821000,59706,Diesel,Mumbai,2016
1771,BMW X1 sDrive20d,800000,75000,Diesel,Ahmedabad,2011
1772,Hyundai Elite i20 Magna Plus,594000,58262,Diesel,Delhi,2018
1773,Kia Sonet HTK Plus 1.5,1550000,9914,Diesel,Thane,2021
1774,Hyundai Grand i10 Asta 1.2,496000,81298,Petrol,Pune,2015
1775,BMW X1 sDrive20d xLine,3785000,29221,Diesel,Bangalore,2019
1776,Hyundai Creta E Plus 1.6,829000,34766,Petrol,Mumbai,2017
1777,Maruti Suzuki Wagon R 1.0,341000,20138,Petrol,Hyderabad,2014
1778,Honda WR-V VX MT Petrol,649000,47000,Petrol,Kolkata,2017
1779,Hyundai Grand i10 Sportz 1.2,659000,27113,Petrol,Bangalore,2019
1780,Maruti Suzuki Wagon R ZXI,699000,7506,Petrol,Bangalore,2020
1781,Toyota Innova Crysta 2.8 GX,1890000,48969,Diesel,Thane,2018
1782,Honda Amaze 1.2 S MT,585000,77200,Petrol,Thane,2018
1783,Hyundai Grand i10 Asta 1.2,541000,34258,Petrol,Mumbai,2016
1784,Hyundai Elite i20 Asta 1.2,446000,54136,Petrol,Kolkata,2015
1785,Hyundai Elite i20 Magna Executive,675000,28000,Petrol,Ahmedabad,2017
1786,Volkswagen Vento Comfortline Diesel AT,550000,56000,Diesel,Thane,2014
1787,MG Hector Plus Sharp 1.5,1700000,19000,Petrol,Kolkata,2021
1788,Maruti Suzuki Wagon R 1.0,467000,84065,Petrol,Pune,2018
1789,Maruti Suzuki Ertiga VXi AT,1045000,37523,Petrol,Mumbai,2019
1790,Maruti Suzuki Wagon R 1.0,406000,64942,CNG,Delhi,2017
1791,Maruti Suzuki Vitara Brezza ZDi,875000,82000,Diesel,Ahmedabad,2018
1792,Hyundai i20 Magna 1.2,259000,41123,Petrol,Delhi,2011
1793,Chevrolet Cruze LTZ AT,690000,72000,Diesel,Ahmedabad,2015
1794,Maruti Suzuki Ritz Zxi BS-IV,321000,65247,Petrol,Delhi,2014
1795,Honda Brio VX AT,575000,56861,Petrol,Ahmedabad,2017
1796,Hyundai Grand i10 Sportz 1.2,545000,41100,Petrol,Ahmedabad,2018
1797,Maruti Suzuki Wagon R 1.0,299000,56932,Petrol,Kolkata,2014
1798,Toyota Camry Hybrid,1890000,20000,Petrol,Kolkata,2017
1799,Honda City VX CVT,1450000,4275,Petrol,Thane,2021
1800,Hyundai Elite i20 Sportz 1.2,591000,20281,Petrol,Mumbai,2017
1801,Maruti Suzuki Baleno Delta 1.2,568000,46310,Petrol,Kolkata,2019
1802,Maruti Suzuki Ritz Vxi BS-IV,250000,60000,Petrol,Kolkata,2014
1803,Tata Nexon XT [2017-2019],690000,16449,Petrol,Kolkata,2018
1804,Jeep Compass Limited Plus Petrol,1875000,27000,Petrol,Mumbai,2019
1805,Tata Tigor Revotron XZ,709000,15122,Petrol,Chennai,2021
1806,Hyundai Grand i10 Sports Edition,569000,5221,Petrol,Bangalore,2015
1807,Hyundai Grand i10 Asta AT,595000,35000,Petrol,Thane,2016
1808,Toyota Corolla Altis G AT,1025000,67800,Petrol,Pallikarnai,2015
1809,Hyundai Creta E Plus 1.6,1050000,34841,Petrol,Hyderabad,2018
1810,Maruti Suzuki Ciaz S 1.4,715000,22217,Petrol,Ahmedabad,2017
1811,Tata Tiago XZ Plus,679000,17817,Petrol,Bangalore,2020
1812,Kia Seltos HTX 1.5 [2020-2021],1545000,13969,Petrol,Bangalore,2020
1813,Hyundai i20 Asta (O) 1.2,960000,13626,Petrol,Thane,2021
1814,Maruti Suzuki Wagon R 1.0,332000,31316,Petrol,Kolkata,2014
1815,Maruti Suzuki Dzire VDi,725000,7050,Diesel,Thane,2018
1816,Honda City 1.5 S MT,395000,74000,Petrol,Mumbai,2012
1817,Hyundai Elite i20 Asta 1.2,801000,24737,Petrol,Delhi,2019
1818,Maruti Suzuki Vitara Brezza VDi,945000,29147,Diesel,Hyderabad,2019
1819,Hyundai Creta E Plus 1.4,970000,48976,Diesel,Pune,2017
1820,Hyundai Creta SX Plus 1.6,925000,39240,Petrol,Thane,2017
1821,Maruti Suzuki Alto 800 Lxi,281000,70153,Petrol,Kolkata,2018
1822,Hyundai Elite i20 Magna Executive,675000,16398,Petrol,Thane,2019
1823,Honda Amaze 1.2 S i-VTEC,390000,65636,Petrol,Pune,2014
1824,Hyundai Elite i20 Asta 1.2,575000,30000,Petrol,Kolkata,2017
1825,Hyundai i10 Magna 1.2 Kappa2,245000,26916,Petrol,Thane,2012
1826,Hyundai Grand i10 Magna 1.2,540000,34000,Petrol,Thane,2019
1827,Hyundai Venue SX (O) 1.5,1150000,16100,Diesel,Ambattur,2021
1828,Honda City SV CVT,650000,36623,Petrol,Thane,2015
1829,Maruti Suzuki Eeco 5 STR,645000,1374,CNG,Mumbai,2021
1830,Honda City ZX CVT Petrol,1590000,12372,Petrol,Hyderabad,2021
1831,Maruti Suzuki Ciaz Alpha Hybrid,850000,10200,Petrol,Kolkata,2020
1832,Maruti Suzuki S-Presso VXi Plus,465000,28224,Petrol,Mumbai,2020
1833,Maruti Suzuki Wagon R 1.0,451000,45116,CNG,Pune,2017
1834,Mercedes-Benz CLA 200 Petrol Sport,2590000,37000,Petrol,Ahmedabad,2018
1835,MG Hector Sharp 1.5 Petrol,1875000,14000,Petrol,Mumbai,2021
1836,Honda City V CVT Petrol,730000,59053,Petrol,Ahmedabad,2017
1837,Audi A4 2.0 TDI (143,1500000,73562,Diesel,Hyderabad,2012
1838,Mercedes-Benz GLE 350 d,3850000,75176,Diesel,Hyderabad,2015
1839,Toyota Corolla Altis VL AT,1394000,34316,Petrol,Kolkata,2018
1840,Hyundai Elite i20 Asta 1.2,779000,42825,Petrol,Bangalore,2018
1841,Toyota Innova Crysta ZX 2.4,2975000,23439,Diesel,Thane,2021
1842,Jeep Grand Cherokee SRT [2016-2020],5300000,47300,Petrol,Kolkata,2017
1843,MG ZS EV Exclusive [2020-2021],1919000,57946,Electric,Bangalore,2020
1844,Mahindra Marazzo M6 Plus 8,1485000,36700,Diesel,Chennai,2021
1845,Maruti Suzuki Wagon R 1.0,411000,19021,Petrol,Kolkata,2018
1846,Toyota Etios Liva GD,540000,65243,Diesel,Bangalore,2013
1847,Kia Seltos GTX Plus AT,1850000,68700,Diesel,Hyderabad,2020
1848,MG Hector Sharp 2.0 Diesel,1699000,28679,Diesel,Bangalore,2019
1849,Tata Nexon XM,929000,27499,Petrol,Chennai,2020
1850,Maruti Suzuki Vitara Brezza VDi,700000,86908,Diesel,Thane,2016
1851,Volkswagen Passat 1.8L TSI,335000,55460,Petrol,Kolkata,2010
1852,Ford EcoSport Titanium 1.5L Ti-VCT,679000,54310,Petrol,Mumbai,2017
1853,Honda City ZX CVT Petrol,1009000,58165,Petrol,Pune,2017
1854,Mercedes-Benz GLE 300d 4MATIC LWB,8600000,34000,Diesel,Pune,2020
1855,Kia Sonet GTX Plus 1.0,1250000,12800,Petrol,Ahmedabad,2022
1856,Hyundai Accent Executive,270000,57704,Petrol,Hyderabad,2011
1857,Honda City ZX CVT Petrol,1606000,6116,Petrol,Pune,2022
1858,Honda Brio S MT,295000,81000,Petrol,Noida,2013
1859,MG Astor Sharp 1.5 MT,1549000,2200,Petrol,Bangalore,2022
1860,Mahindra Marazzo M2 8 STR,1136000,9238,Diesel,Kolkata,2021
1861,Hyundai Verna Fluidic 1.6 VTVT,391000,84344,Petrol,Delhi,2013
1862,Tata Harrier XZ [2019-2020],1695000,47082,Diesel,Bangalore,2019
1863,Hyundai i20 Asta 1.2,430000,41429,Petrol,Pune,2012
1864,Hyundai Xcent SX 1.1 CRDi,500000,73000,Diesel ,Thiruvallur,2015
1865,Maruti Suzuki Swift VDi,610000,62000,Diesel,Thane,2017
1866,Ford EcoSport Trend 1.5 TDCi,451000,74529,Diesel,Kolkata,2014
1867,Skoda Rapid TSI Style AT,1125000,46807,Petrol,Bangalore,2020
1868,Hyundai Grand i10 Sportz (O),570000,25971,Petrol,Thane,2017
1869,Maruti Suzuki Dzire VXi,611000,43100,Petrol,Ahmedabad,2018
1870,MG Gloster Savvy 6 STR,4285000,20264,Diesel,Thane,2021
1871,Maruti Suzuki Ciaz ZXi ,650000,75000,Petrol,Thane,2016
1872,Honda City V,815000,20580,Petrol,Kolkata,2019
1873,Hyundai Creta 1.6 S Petrol,1167000,28596,Petrol,Delhi,2019
1874,Honda Amaze 1.2 SX i-VTEC,509000,48333,Petrol,Bangalore,2014
1875,Mahindra XUV500 W6 AT,950000,74000,Diesel,Ahmedabad,2017
1876,Toyota Corolla H2 1.8E,200000,140000,Petrol,Pallikarnai,2005
1877,Maruti Suzuki Vitara Brezza VDi,740000,42000,Diesel,Thane,2016
1878,Honda Jazz V AT Petrol,590000,26786,Petrol,Mumbai,2016
1879,Maruti Suzuki Celerio VXi,443000,36415,Petrol,Pune,2016
1880,Mercedes-Benz GLE 250 d,5400000,42000,Diesel,Pune,2018
1881,Honda City ZX CVT Petrol,1511000,7747,Petrol,Mumbai,2021
1882,Maruti Suzuki Swift ZXi,734000,18619,Petrol,Pune,2019
1883,Mercedes-Benz GLE 350 d,4700000,55000,Diesel,Ahmedabad,2017
1884,Hyundai i10 Sportz 1.2 AT,345000,36000,Petrol,Mumbai,2012
1885,Renault Kwid 1.0 RXT [2016-2019],475000,2066,Petrol,Mumbai,2020
1886,Audi Q2 Premium Plus I,3050000,10700,Petrol,Ahmedabad,2020
1887,Maruti Suzuki Dzire VXi AMT,660000,48000,Petrol,Thane,2018
1888,Maruti Suzuki Baleno Delta 1.2,498000,48702,Petrol,Delhi,2016
1889,Honda City V,675000,87693,Petrol,Pune,2016
1890,Tata Nexon XMA (S),1025000,14836,Petrol,Ahmedabad,2021
1891,Tata Harrier Kaziranga XZA Plus,2290000,16000,Diesel,Ahmedabad,2022
1892,Hyundai Elite i20 Asta 1.2,721000,53864,Petrol,Bangalore,2018
1893,Hyundai Elite i20 Sportz 1.2,839000,14546,Petrol,Bangalore,2019
1894,Honda Amaze 1.2 VX i-VTEC,505000,87150,Petrol,Pune,2017
1895,Maruti Suzuki Celerio VXi CNG,525000,50889,CNG,Pune,2018
1896,Toyota Etios G,275000,70000,Petrol,Noida,2011
1897,Audi A4 35 TDI Premium,3275000,47555,Diesel,Bangalore,2018
1898,Datsun redi-GO T [2016-2019],270000,63225,Petrol,Hyderabad,2016
1899,Mahindra KUV100 NXT K6 Plus,492000,60132,Petrol,Kolkata,2020
1900,BMW 5 Series 520d Luxury,2099000,42465,Diesel,Kolkata,2016
1901,Mercedes-Benz C-Class 220 BlueEfficiency,1095000,64304,Diesel,Kolkata,2013
1902,Audi A6 35 TDI Matrix,2400000,79059,Diesel,Ahmedabad,2016
1903,Hyundai Grand i10 Nios Sportz,725000,18590,CNG,Thane,2021
1904,Hyundai Creta 1.6 SX Plus,875000,75000,Diesel,Delhi,2016
1905,Jeep Compass Longitude 2.0 Diesel,1499000,70400,Diesel,Bangalore,2017
1906,Honda City V Petrol [2017-2019],760000,79938,Petrol,Thane,2017
1907,Mahindra XUV300 1.5 W8 (O),1300000,70000,Diesel,Hyderabad,2019
1908,MG Gloster Savvy 6 STR,4199000,24600,Diesel,Bangalore,2020
1909,Maruti Suzuki Baleno Alpha 1.2,524000,56800,Petrol,Delhi,2016
1910,Maruti Suzuki Vitara Brezza VDi,825000,48174,Diesel,Thane,2018
1911,Volkswagen Polo GT TSI,925000,52000,Petrol,Hyderabad,2019
1912,Renault Captur RXT Petrol Dual,690000,34000,Petrol,Mumbai,2018
1913,BMW X1 sDrive20d M Sport,3900000,16000,Diesel,Hyderabad,2019
1914,Maruti Suzuki Ritz Vdi BS-IV,345000,92000,Diesel,Hyderabad,2012
1915,Maruti Suzuki Alto 800 Lxi,269000,70661,Petrol,Pune,2015
1916,Hyundai Verna SX 1.5 VTVT,1150000,11000,Petrol,Kolkata,2021
1917,Maruti Suzuki Swift DZire ZDI,550000,89000,Diesel,Chennai,2014
1918,Ford Endeavour Titanium 3.2 4x4,3143000,45000,Diesel,Delhi,2018
1919,Mercedes-Benz GLA 200 Sport,2175000,53000,Petrol,Mumbai,2017
1920,Nissan Terrano XL (D),575000,85000,Diesel,Mumbai,2015
1921,Maruti Suzuki Swift VXi,334000,46000,Petrol,Ahmedabad,2012
1922,Maruti Suzuki Dzire VXi,675000,45000,Petrol,Kolkata,2021
1923,Jeep Compass Limited (O) 1.4,1341000,48381,Petrol,Thane,2018
1924,Hyundai Grand i10 Magna 1.2,482000,20225,Petrol,Delhi,2018
1925,Toyota Corolla Altis VL AT,1650000,25914,Petrol,Pune,2018
1926,Mercedes-Benz GLE 250 d,5500000,50012,Diesel,Ahmedabad,2018
1927,MG Hector Smart 1.5 DCT,1499000,9700,Petrol,Bangalore,2019
1928,Kia Seltos GTX Plus AT,1865000,8000,Petrol,Mumbai,2021
1929,Hyundai Elite i20 Asta 1.2,620000,47452,Petrol,Ahmedabad,2016
1930,Honda Jazz V Petrol,595000,10861,Petrol,Hyderabad,2016
1931,Maruti Suzuki SX4 VXI CNG,171000,76000,CNG,Delhi,2010
1932,Maruti Suzuki A-Star VXI,295000,15000,Petrol,Ambattur,2013
1933,Mahindra Marazzo M6 Plus 7,1137000,10616,Diesel,Kolkata,2020
1934,Hyundai i20 Asta (O) 1.0,1195000,10530,Petrol,Bangalore,2021
1935,Honda Civic 1.8S MT,349000,62500,Petrol,Thane,2012
1936,Kia Seltos GTX Plus 1.4,1995000,7358,Petrol,Bangalore,2021
1937,Citroen C5 Aircross Shine,3500000,27000,Diesel,Hyderabad,2021
1938,Honda City 1.5 V MT,310000,95000,Petrol,Mumbai,2010
1939,Hyundai Grand i10 Magna 1.2,415000,36234,Petrol,Kolkata,2018
1940,Maruti Suzuki Alto 800 LXi,389000,54765,CNG,Pune,2019
1941,Hyundai Grand i10 Magna 1.2,465000,58000,Petrol,Thane,2017
1942,Hyundai Santro Sportz AMT [2018-2020],589000,13772,Petrol,Bangalore,2018
1943,Hyundai Grand i10 Magna 1.2,778000,8423,CNG,Pune,2021
1944,Ford Endeavour Titanium 3.2 4x4,3150000,47000,Diesel,Mumbai,2018
1945,Hyundai Verna 1.6 CRDI SX,1090000,45000,Diesel,Ahmedabad,2019
1946,Mahindra Scorpio VLX 2WD Airbag,615000,127000,Diesel,Hyderabad,2014
1947,Honda City V,615000,21946,Petrol,Thane,2015
1948,Hyundai Elite i20 Asta 1.4,551000,91,Diesel,Ahmedabad,2015
1949,Ford EcoSport Titanium 1.5 TDCi,434000,59685,Diesel,Kolkata,2013
1950,Skoda Superb L&K TSI AT,3490000,14500,Petrol,Pune,2021
1951,Maruti Suzuki Ertiga ZDI +,1080000,65917,Diesel,Hyderabad,2018
1952,Maruti Suzuki Wagon R VXi,425000,34124,Petrol,Kolkata,2018
1953,Maruti Suzuki Celerio VXi [2019-2020],486000,25834,Petrol,Delhi,2019
1954,Maruti Suzuki Alto K10 LXi,236000,58073,Petrol,Delhi,2014
1955,Maruti Suzuki Wagon R 1.0,357000,52002,Petrol,Bangalore,2013
1956,Hyundai Tucson GLS 4WD AT,1990000,17852,Diesel,Ahmedabad,2018
1957,Volkswagen Tiguan Highline TDI,2495000,41797,Diesel,Thane,2018
1958,Jaguar XF 2.2 Diesel Luxury,1950000,36000,Diesel,Kolkata,2014
1959,Honda Amaze 1.2 S i-VTEC,521000,37206,Petrol,Pune,2016
1960,Maruti Suzuki Wagon R 1.0,335000,106900,CNG,Thane,2013
1961,Hyundai Elite i20 Asta 1.2,640000,46000,Petrol,Thane,2017
1962,BMW X4 xDrive20d M Sport,6250000,13600,Diesel,Ahmedabad,2020
1963,Maruti Suzuki Vitara Brezza VDi,735000,69812,Diesel,Delhi,2018
1964,Maruti Suzuki Vitara Brezza VDi,801000,33747,Diesel,Delhi,2019
1965,Hyundai Grand i10 Magna 1.2,360000,36122,Petrol,Kolkata,2015
1966,Maruti Suzuki Wagon R 1.0,475000,38447,Petrol,Thane,2019
1967,Hyundai Elite i20 Sportz 1.2,635000,18000,Petrol,Thane,2017
1968,Hyundai i10 Magna 1.2 Kappa2,295000,63000,Petrol,Mumbai,2013
1969,Hyundai Grand i10 Nios Magna,712000,24736,Petrol,Pune,2020
1970,Ford Endeavour Titanium 3.2 4x4,3189000,25160,Diesel,Delhi,2018
1971,Audi Q3 35 TDI Premium,2150000,76840,Diesel,Hyderabad,2016
1972,BMW X1 sDrive20i xLine,4190000,19000,Petrol,Pune,2021
1973,Maruti Suzuki Wagon R 1.0,450000,56000,Petrol,Thane,2015
1974,Hyundai i10 1.1L iRDE Magna,359000,26250,Petrol,Delhi,2015
1975,Hyundai i10 Magna,250000,43278,Petrol,Hyderabad,2008
1976,Hyundai Creta 1.6 SX Plus,1275000,58676,Petrol,Mumbai,2018
1977,Maruti Suzuki Dzire VXi,641000,30663,Petrol,Chennai,2019
1978,Maruti Suzuki Swift DZire VXI,415000,71138,Petrol,Thane,2013
1979,Ford EcoSport Titanium + 1.5L,1085000,17002,Petrol,Bangalore,2019
1980,Skoda Yeti Active 2.0 TDI,349000,86000,Diesel,Ahmedabad,2012
1981,Hyundai Santro Xing XG AT,300000,74000,Petrol,Pallikarnai,2007
1982,Maruti Suzuki Alto K10 VXi,234000,15685,Petrol,Pune,2012
1983,Tata Tiago XE,400000,100088,Petrol,Ambattur,2022
1984,Mercedes-Benz GL 350 CDI,4700000,69000,Diesel,Hyderabad,2015
1985,Honda City E,530000,69000,Petrol,Pallikarnai,2014
1986,Maruti Suzuki Baleno Alpha 1.2,690000,40244,Petrol,Mumbai,2018
1987,Ford EcoSport Titanium 1.5L Ti-VCT,829000,35724,Petrol,Bangalore,2017
1988,Hyundai Tucson 2WD MT Diesel,761000,12030,Diesel,Delhi,2021
1989,Maruti Suzuki Ciaz Sigma 1.4,697000,43152,Petrol,Pune,2017
1990,Hyundai Creta SX Plus 1.6,1195000,120000,Diesel,Hyderabad,2017
1991,MG Hector Sharp 1.5 DCT,1800000,21105,Petrol,Hyderabad,2021
1992,Honda Brio S MT,439000,46089,Petrol,Bangalore,2014
1993,Maruti Suzuki Eeco 5 STR,492000,18568,Petrol,Chennai,2020
1994,Hyundai Grand i10 Magna 1.2,539000,57847,Petrol,Bangalore,2018
1995,Volkswagen Vento Highline Diesel AT,635000,58436,Diesel,Mumbai,2015
1996,Maruti Suzuki Swift VXi,490000,52000,Petrol,Ahmedabad,2015
1997,Volkswagen Vento Highline Plus 1.0L,1350000,30788,Petrol,Hyderabad,2021
1998,Honda Amaze 1.5 S i-DTEC,450000,90354,Diesel,Hyderabad,2014
1999,Kia Seltos HTE 1.5,1075000,11870,Petrol,Chennai,2021
2000,Toyota Corolla Altis 1.8 G,345000,149500,CNG,Thane,2010
2001,Hyundai Xcent S 1.2 (O),475000,44000,Petrol,Ahmedabad,2015
2002,Hyundai Santa Fe 2WD MT,1625000,55545,Diesel,Bangalore,2015
2003,Tata Tiago Revotron XT [2016-2019],445000,57000,Petrol,Noida,2018
2004,Skoda Rapid Style 1.5 TDI,825000,123000,Diesel,Hyderabad,2017
2005,Maruti Suzuki Celerio VXi AMT,445000,24595,Petrol,Mumbai,2016
2006,Maruti Suzuki Ritz Zxi BS-IV,325000,49000,Petrol,Mumbai,2012
2007,Tata Safari XZA Plus Adventure,2400000,16600,Diesel,Hyderabad,2021
2008,Maruti Suzuki Ciaz Alpha 1.4,923000,30830,Petrol,Pune,2018
2009,Maruti Suzuki Wagon R 1.0,465000,72000,CNG,Thane,2017
2010,Audi A4 2.0 TDI (177bhp),1650000,89070,Diesel,Ahmedabad,2014
2011,Mahindra XUV300 1.2 W6 [2019-2019],724000,15777,Petrol,Kolkata,2021
2012,Skoda Kodiaq Style 2.0 TDI,2975000,25000,Diesel,Mumbai,2017
2013,Hyundai Creta SX Plus 1.6,1023000,56907,Diesel,Kolkata,2018
2014,Toyota Innova Crysta ZX 2.4,3100000,33500,Diesel,Hyderabad,2021
2015,Maruti Suzuki Alto 800 Lxi,298000,24456,Petrol,Pune,2016
2016,Volkswagen Vento Highline Diesel AT,790000,48000,Diesel,Ahmedabad,2016
2017,Hyundai Grand i10 Nios Sportz,709000,21187,CNG,Pune,2021
2018,Hyundai Elite i20 Magna 1.2,395000,58326,Petrol,Delhi,2014
2019,Maruti Suzuki Eeco 5 STR,433000,12566,Petrol,Chennai,2019
2020,Maruti Suzuki Celerio ZXi,398000,49821,Petrol,Delhi,2015
2021,Hyundai Grand i10 Sportz (O),395000,25028,Petrol,Mumbai,2013
2022,Mahindra KUV100 NXT K2 6,451000,41604,Petrol,Ahmedabad,2018
2023,Maruti Suzuki Wagon R 1.0,255000,80386,Petrol,Pune,2011
2024,Mercedes-Benz E-Class E 220 d,6000000,17500,Diesel,Ahmedabad,2020
2025,Maruti Suzuki Ciaz Alpha 1.3,870000,27095,Diesel,Kolkata,2019
2026,Honda City VX Diesel,885000,34178,Diesel,Kolkata,2018
2027,Mahindra XUV500 W10,975000,37000,Diesel,Kolkata,2016
2028,Hyundai Elantra 1.6 SX (O),1300000,85930,Diesel,Hyderabad,2017
2029,Hyundai Grand i10 Sportz 1.2,530000,35373,Petrol,Hyderabad,2017
2030,Hyundai Elite i20 Asta 1.2,446000,54136,Petrol,Kolkata,2015
2031,BMW 5 Series 530i M,6800000,9664,Petrol,Mumbai,2022
2032,Honda Jazz VX Petrol,532000,34640,Petrol,Kolkata,2018
2033,Renault Duster RXL Petrol,699000,50244,Petrol,Bangalore,2017
2034,Honda WR-V VX MT Petrol,785000,29099,Petrol,Mumbai,2018
2035,Volkswagen Polo GT TSI,695000,27239,Petrol,Thane,2016
2036,Hyundai i10 Sportz 1.1 iRDE2,245000,41000,Petrol,Kolkata,2014
2037,Datsun GO+ T (O) W/VDC,498000,15755,Petrol,Kolkata,2019
2038,Audi A4 2.0 TDI (177bhp),1395000,57566,Diesel,Thane,2015
2039,Maruti Suzuki Alto 800 Lxi,239000,65315,Petrol,Hyderabad,2012
2040,Maruti Suzuki Alto K10 VXi,379000,74200,Petrol,Bangalore,2016
2041,Hyundai Elite i20 Magna Executive,690000,45000,Petrol,Ahmedabad,2018
2042,Skoda Slavia Style 1.0L TSI,1658000,6098,Petrol,Chennai,2022
2043,Hyundai i10 1.1L iRDE Magna,425000,46150,Petrol,Ahmedabad,2016
2044,BMW X1 sDrive20d Expedition,2250000,68714,Diesel,Hyderabad,2016
2045,Honda Amaze 1.2 S i-VTEC,430000,61000,Petrol,Ahmedabad,2013
2046,BMW X1 sDrive20d xLine,4475000,7100,Diesel,Chennai,2021
2047,Mercedes-Benz S-Class S 350 CDI,6900000,18000,Diesel,Ahmedabad,2017
2048,Maruti Suzuki Swift VXi AMT,795000,21800,Petrol,Bangalore,2020
2049,Hyundai Santro Sportz,589000,47873,Petrol,Pune,2020
2050,Maruti Suzuki Wagon R 1.0,475000,84827,Petrol,Chennai,2018
2051,Tata Tiago Revotron XZA [2017-2019],475000,34867,Petrol,Mumbai,2017
2052,Volvo V40 D3 R-Design,1675000,47000,Diesel,Mumbai,2018
2053,Renault Kwid 1.0 RXT AMT,456000,53447,Petrol,Chennai,2019
2054,Bentley Continental GT Coupe,7000000,19506,Petrol,Hyderabad,2008
2055,Hyundai Grand i10 Magna 1.2,394000,67844,Petrol,Pune,2014
